country,cause,year,both_sexes_death_rate,male_death_rate,female_death_rate
Mauritius, Lower respiratory infections,2016,4[ 2–8],4[ 2–8],3[ 1–7]
Mauritius," Trachea, bronchus, lung cancers",2016,2[ 1–4],3[ 1–6],1[ 0–2]
Mauritius, Ischaemic heart disease,2016,23[ 16–36],26[ 19–42],19[ 13–31]
Mauritius, Stroke,2016,10[ 6–17],11[ 7–19],9[ 5–16]
Mauritius, Chronic obstructive pulmonary disease,2016,9[ 4–18],11[ 5–21],8[ 4–16]
Mexico, Total,2016,33[ 28–39],36[ 30–42],30[ 25–36]
Mexico, Lower respiratory infections,2016,5[ 4–7],6[ 4–8],5[ 4–6]
Mexico," Trachea, bronchus, lung cancers",2016,1[ 1–2],2[ 1–2],1[ 1–1]
Mexico, Ischaemic heart disease,2016,15[ 12–19],17[ 14–21],13[ 10–17]
Mexico, Stroke,2016,4[ 3–6],4[ 3–6],5[ 3–6]
Mexico, Chronic obstructive pulmonary disease,2016,6[ 4–9],7[ 4–10],6[ 4–9]
Micronesia (Federated States of), Total,2016,93[ 80–102],96[ 81–107],90[ 76–99]
Micronesia (Federated States of), Lower respiratory infections,2016,19[ 16–22],19[ 15–22],20[ 16–23]
Micronesia (Federated States of)," Trachea, bronchus, lung cancers",2016,6[ 4–7],8[ 5–9],4[ 3–5]
Micronesia (Federated States of), Ischaemic heart disease,2016,34[ 29–39],36[ 30–41],33[ 27–38]
Micronesia (Federated States of), Stroke,2016,21[ 17–25],19[ 15–22],24[ 19–28]
Micronesia (Federated States of), Chronic obstructive pulmonary disease,2016,12[ 7–15],14[ 6–20],10[ 7–11]
Mongolia, Total,2016,97[ 84–110],115[ 100–131],79[ 68–91]
Mongolia, Lower respiratory infections,2016,7[ 5–8],8[ 7–10],5[ 4–6]
Mongolia," Trachea, bronchus, lung cancers",2016,6[ 5–8],10[ 7–12],3[ 2–4]
Mongolia, Ischaemic heart disease,2016,46[ 39–54],56[ 47–65],37[ 30–44]
Mongolia, Stroke,2016,34[ 28–40],37[ 31–43],31[ 26–36]
Mongolia, Chronic obstructive pulmonary disease,2016,4[ 3–4],4[ 2–6],3[ 2–4]
Montenegro, Total,2016,140[ 99–182],148[ 107–189],132[ 91–177]
Montenegro, Lower respiratory infections,2016,4[ 2–5],4[ 3–5],3[ 2–4]
Montenegro," Trachea, bronchus, lung cancers",2016,18[ 10–25],26[ 15–37],10[ 6–14]
Montenegro, Ischaemic heart disease,2016,59[ 41–78],67[ 48–87],51[ 34–70]
Montenegro, Stroke,2016,49[ 32–71],39[ 26–54],59[ 37–87]
Montenegro, Chronic obstructive pulmonary disease,2016,10[ 6–14],13[ 7–20],7[ 5–10]
Morocco, Total,2016,40[ 33–50],43[ 36–53],38[ 31–48]
Morocco, Lower respiratory infections,2016,6[ 4–8],6[ 4–8],6[ 4–8]
Morocco," Trachea, bronchus, lung cancers",2016,2[ 1–3],4[ 2–6],1[ 0–1]
Morocco, Ischaemic heart disease,2016,23[ 17–29],23[ 18–29],22[ 16–29]
Morocco, Stroke,2016,6[ 4–9],6[ 4–9],6[ 4–10]
Morocco, Chronic obstructive pulmonary disease,2016,3[ 2–5],4[ 2–6],3[ 2–4]
Mozambique, Total,2016,64[ 58–70],63[ 56–69],66[ 59–71]
Mozambique, Lower respiratory infections,2016,38[ 32–43],39[ 33–44],37[ 32–42]
Mozambique," Trachea, bronchus, lung cancers",2016,1[ 1–1],1[ 1–1],1[ 0–1]
Mozambique, Ischaemic heart disease,2016,11[ 9–12],10[ 8–11],12[ 10–13]
Mozambique, Stroke,2016,11[ 9–13],9[ 8–11],13[ 11–15]
Mozambique, Chronic obstructive pulmonary disease,2016,4[ 3–4],4[ 2–5],3[ 3–4]
Myanmar, Total,2016,116[ 104–128],125[ 108–141],108[ 97–118]
Myanmar, Lower respiratory infections,2016,24[ 20–28],25[ 21–29],23[ 20–27]
Myanmar," Trachea, bronchus, lung cancers",2016,9[ 7–11],10[ 7–12],8[ 7–10]
Myanmar, Ischaemic heart disease,2016,24[ 20–27],24[ 20–27],23[ 20–27]
Myanmar, Stroke,2016,34[ 28–40],35[ 29–41],33[ 28–39]
Myanmar, Chronic obstructive pulmonary disease,2016,24[ 17–30],30[ 17–40],18[ 15–21]
Namibia, Total,2016,75[ 63–87],75[ 63–89],75[ 63–87]
Namibia, Lower respiratory infections,2016,33[ 26–40],35[ 27–42],32[ 25–38]
Namibia," Trachea, bronchus, lung cancers",2016,1[ 1–1],1[ 1–1],1[ 1–1]
Namibia, Ischaemic heart disease,2016,18[ 15–22],17[ 14–20],19[ 16–23]
Namibia, Stroke,2016,13[ 10–16],10[ 8–13],15[ 12–18]
Namibia, Chronic obstructive pulmonary disease,2016,9[ 6–12],11[ 6–16],8[ 6–9]
Nepal, Total,2016,133[ 121–145],145[ 131–160],122[ 111–132]
Nepal, Lower respiratory infections,2016,23[ 19–26],23[ 19–26],24[ 20–27]
Nepal," Trachea, bronchus, lung cancers",2016,6[ 5–7],6[ 5–7],6[ 5–7]
Nepal, Ischaemic heart disease,2016,49[ 43–56],62[ 54–71],37[ 33–42]
Nepal, Stroke,2016,21[ 18–25],24[ 21–29],19[ 16–22]
Nepal, Chronic obstructive pulmonary disease,2016,31[ 25–36],27[ 18–34],34[ 28–39]
Netherlands, Total,2016,31[ 24–40],32[ 25–41],30[ 22–41]
Netherlands, Lower respiratory infections,2016,3[ 1–6],3[ 1–6],3[ 1–6]
Netherlands," Trachea, bronchus, lung cancers",2016,5[ 2–8],6[ 3–9],4[ 2–6]
Netherlands, Ischaemic heart disease,2016,12[ 8–16],13[ 9–16],11[ 6–16]
Netherlands, Stroke,2016,5[ 2–11],4[ 2–8],6[ 2–13]
Netherlands, Chronic obstructive pulmonary disease,2016,7[ 3–12],7[ 3–13],7[ 3–12]
New Zealand, Total,2016,14[ 9–20],14[ 10–20],13[ 8–21]
New Zealand, Lower respiratory infections,2016,1[ 0–2],1[ 0–2],1[ 0–3]
New Zealand," Trachea, bronchus, lung cancers",2016,1[ 0–2],1[ 0–2],1[ 0–2]
New Zealand, Ischaemic heart disease,2016,7[ 4–12],9[ 5–13],6[ 3–11]
New Zealand, Stroke,2016,2[ 1–7],2[ 1–5],3[ 1–9]
New Zealand, Chronic obstructive pulmonary disease,2016,2[ 0–5],2[ 0–5],2[ 0–5]
Nicaragua, Total,2016,43[ 37–49],44[ 37–50],42[ 36–48]
Nicaragua, Lower respiratory infections,2016,8[ 6–10],9[ 7–11],7[ 6–8]
Nicaragua," Trachea, bronchus, lung cancers",2016,2[ 1–3],2[ 2–3],2[ 1–2]
Nicaragua, Ischaemic heart disease,2016,20[ 16–24],20[ 17–24],20[ 16–24]
Nicaragua, Stroke,2016,6[ 5–8],6[ 5–7],7[ 5–8]
Nicaragua, Chronic obstructive pulmonary disease,2016,6[ 4–8],6[ 3–9],6[ 5–8]
Niger, Total,2016,140[ 125–152],142[ 126–155],138[ 123–149]
Niger, Lower respiratory infections,2016,92[ 78–103],95[ 81–107],89[ 76–99]
Niger," Trachea, bronchus, lung cancers",2016,0[ 0–0],0[ 0–0],0[ 0–0]
Niger, Ischaemic heart disease,2016,23[ 21–26],24[ 21–26],22[ 20–25]
Niger, Stroke,2016,16[ 14–18],14[ 12–16],17[ 15–20]
Niger, Chronic obstructive pulmonary disease,2016,7[ 5–8],7[ 4–8],6[ 5–7]
Nigeria, Total,2016,159[ 141–174],155[ 136–171],162[ 144–177]
Nigeria, Lower respiratory infections,2016,108[ 91–120],110[ 92–123],106[ 90–118]
Nigeria," Trachea, bronchus, lung cancers",2016,0[ 0–0],0[ 0–0],0[ 0–0]
Nigeria, Ischaemic heart disease,2016,26[ 23–29],25[ 22–28],27[ 24–31]
Nigeria, Stroke,2016,15[ 14–17],13[ 11–14],18[ 16–21]
Nigeria, Chronic obstructive pulmonary disease,2016,7[ 6–8],6[ 3–7],8[ 7–9]
Norway, Total,2016,19[ 12–27],19[ 13–26],19[ 12–28]
Norway, Lower respiratory infections,2016,2[ 0–5],2[ 0–5],2[ 0–6]
Norway," Trachea, bronchus, lung cancers",2016,1[ 0–3],2[ 1–3],1[ 0–3]
Norway, Ischaemic heart disease,2016,9[ 5–13],9[ 6–13],8[ 4–14]
Norway, Stroke,2016,3[ 1–9],3[ 1–7],4[ 1–11]
Norway, Chronic obstructive pulmonary disease,2016,4[ 1–8],4[ 1–8],4[ 1–8]
Oman, Total,2016,22[ 18–34],23[ 19–35],20[ 16–33]
Oman, Lower respiratory infections,2016,3[ 2–5],3[ 2–5],4[ 2–6]
Oman," Trachea, bronchus, lung cancers",2016,1[ 0–1],1[ 0–1],0[ 0–1]
Oman, Ischaemic heart disease,2016,15[ 12–22],15[ 13–23],13[ 10–20]
Oman, Stroke,2016,3[ 2–4],3[ 2–4],3[ 2–4]
Oman, Chronic obstructive pulmonary disease,2016,1[ 0–1],1[ 0–1],1[ 0–1]
Pakistan, Total,2016,113[ 99–127],128[ 112–143],98[ 86–110]
Pakistan, Lower respiratory infections,2016,27[ 22–31],28[ 22–32],26[ 21–30]
Pakistan," Trachea, bronchus, lung cancers",2016,2[ 1–2],3[ 2–4],1[ 0–1]
Pakistan, Ischaemic heart disease,2016,48[ 41–56],57[ 48–66],38[ 32–45]
Pakistan, Stroke,2016,20[ 16–23],19[ 16–23],21[ 17–24]
Pakistan, Chronic obstructive pulmonary disease,2016,16[ 11–19],20[ 12–26],11[ 9–13]
Panama, Total,2016,26[ 20–34],29[ 22–37],23[ 17–31]
Panama, Lower respiratory infections,2016,5[ 3–7],5[ 3–8],5[ 3–7]
Panama," Trachea, bronchus, lung cancers",2016,1[ 1–2],2[ 1–3],1[ 1–2]
Panama, Ischaemic heart disease,2016,10[ 7–13],12[ 9–16],8[ 6–11]
Panama, Stroke,2016,5[ 3–8],6[ 4–9],5[ 3–8]
Panama, Chronic obstructive pulmonary disease,2016,5[ 2–7],5[ 2–8],5[ 3–7]
Papua New Guinea, Total,2016,90[ 79–98],99[ 87–110],80[ 71–88]
Papua New Guinea, Lower respiratory infections,2016,28[ 23–32],31[ 25–36],24[ 20–28]
Papua New Guinea," Trachea, bronchus, lung cancers",2016,2[ 1–2],2[ 2–3],1[ 1–2]
Papua New Guinea, Ischaemic heart disease,2016,31[ 26–35],36[ 31–42],26[ 22–29]
Papua New Guinea, Stroke,2016,19[ 16–22],18[ 15–21],20[ 17–24]
Papua New Guinea, Chronic obstructive pulmonary disease,2016,10[ 7–13],11[ 5–16],9[ 7–10]
Paraguay, Total,2016,46[ 38–53],49[ 40–59],42[ 34–49]
Paraguay, Lower respiratory infections,2016,8[ 6–10],8[ 6–11],8[ 6–10]
Paraguay," Trachea, bronchus, lung cancers",2016,3[ 2–5],5[ 3–7],2[ 1–2]
Paraguay, Ischaemic heart disease,2016,19[ 15–23],21[ 17–25],17[ 13–21]
Paraguay, Stroke,2016,10[ 8–13],9[ 7–12],11[ 8–14]
Paraguay, Chronic obstructive pulmonary disease,2016,5[ 3–7],6[ 3–10],4[ 3–5]
Peru, Total,2016,58[ 48–69],61[ 50–72],56[ 46–66]
Peru, Lower respiratory infections,2016,28[ 21–35],29[ 21–36],27[ 21–34]
Peru," Trachea, bronchus, lung cancers",2016,3[ 2–4],3[ 2–4],3[ 2–4]
Peru, Ischaemic heart disease,2016,16[ 13–19],18[ 14–22],14[ 11–17]
Peru, Stroke,2016,6[ 5–7],6[ 5–7],6[ 5–7]
Peru, Chronic obstructive pulmonary disease,2016,6[ 4–7],6[ 3–8],6[ 4–7]
Philippines, Total,2016,117[ 95–134],130[ 105–151],103[ 84–119]
Philippines, Lower respiratory infections,2016,37[ 28–45],37[ 28–45],37[ 28–45]
Philippines," Trachea, bronchus, lung cancers",2016,5[ 3–6],6[ 4–8],3[ 2–4]
Philippines, Ischaemic heart disease,2016,39[ 31–46],46[ 37–54],33[ 26–39]
Philippines, Stroke,2016,25[ 19–30],27[ 21–33],22[ 17–27]
Philippines, Chronic obstructive pulmonary disease,2016,11[ 7–15],14[ 6–20],8[ 6–10]
Poland, Total,2016,76[ 61–92],83[ 70–97],70[ 53–89]
Poland, Lower respiratory infections,2016,8[ 4–12],8[ 5–13],7[ 4–11]
Poland," Trachea, bronchus, lung cancers",2016,8[ 4–12],11[ 6–18],5[ 3–7]
Poland, Ischaemic heart disease,2016,43[ 31–56],45[ 34–54],42[ 27–58]
Poland, Stroke,2016,10[ 6–16],9[ 7–13],10[ 6–19]
Poland, Chronic obstructive pulmonary disease,2016,8[ 4–12],10[ 5–15],6[ 3–9]
Portugal, Total,2016,28[ 19–43],30[ 21–43],27[ 17–43]
Portugal, Lower respiratory infections,2016,5[ 1–12],5[ 1–13],5[ 1–12]
Portugal," Trachea, bronchus, lung cancers",2016,2[ 1–3],3[ 1–5],1[ 0–1]
Portugal, Ischaemic heart disease,2016,10[ 6–14],10[ 7–14],9[ 5–15]
Portugal, Stroke,2016,8[ 3–20],7[ 4–17],8[ 3–23]
Portugal, Chronic obstructive pulmonary disease,2016,4[ 1–8],5[ 1–9],3[ 1–6]
Qatar, Total,2016,13[ 11–15],14[ 13–16],9[ 8–11]
Qatar, Lower respiratory infections,2016,1[ 1–1],1[ 1–1],1[ 1–1]
Qatar," Trachea, bronchus, lung cancers",2016,1[ 1–1],1[ 1–2],1[ 0–1]
Qatar, Ischaemic heart disease,2016,9[ 7–10],10[ 8–11],6[ 5–7]
Qatar, Stroke,2016,1[ 1–2],1[ 1–2],1[ 1–1]
Qatar, Chronic obstructive pulmonary disease,2016,1[ 0–1],1[ 0–1],1[ 0–1]
Republic of Korea, Total,2016,35[ 27–50],39[ 30–56],31[ 23–45]
Republic of Korea, Lower respiratory infections,2016,9[ 5–14],8[ 5–13],9[ 5–14]
Republic of Korea," Trachea, bronchus, lung cancers",2016,6[ 3–11],9[ 5–16],4[ 2–7]
Republic of Korea, Ischaemic heart disease,2016,8[ 6–11],9[ 7–12],8[ 5–11]
Republic of Korea, Stroke,2016,7[ 5–11],7[ 5–10],7[ 4–13]
Republic of Korea, Chronic obstructive pulmonary disease,2016,5[ 2–7],6[ 3–9],4[ 2–6]
Republic of Moldova, Total,2016,107[ 78–156],111[ 84–163],102[ 72–152]
Republic of Moldova, Lower respiratory infections,2016,6[ 3–10],9[ 4–15],3[ 2–6]
Republic of Moldova," Trachea, bronchus, lung cancers",2016,5[ 2–9],8[ 3–15],2[ 1–4]
Republic of Moldova, Ischaemic heart disease,2016,69[ 48–99],68[ 49–95],70[ 47–104]
Republic of Moldova, Stroke,2016,22[ 14–36],21[ 14–32],23[ 14–39]
Republic of Moldova, Chronic obstructive pulmonary disease,2016,5[ 2–8],6[ 3–11],4[ 2–6]
Romania, Total,2016,123[ 81–204],132[ 89–217],115[ 72–198]
Romania, Lower respiratory infections,2016,9[ 4–17],10[ 4–20],7[ 3–14]
Romania," Trachea, bronchus, lung cancers",2016,10[ 4–22],16[ 6–33],5[ 2–11]
Romania, Ischaemic heart disease,2016,66[ 43–107],67[ 46–105],65[ 39–108]
Romania, Stroke,2016,29[ 15–52],27[ 15–48],31[ 15–58]
Romania, Chronic obstructive pulmonary disease,2016,9[ 4–17],12[ 5–23],7[ 3–12]
Russian Federation, Total,2016,86[ 68–109],93[ 77–112],80[ 58–106]
Russian Federation, Lower respiratory infections,2016,3[ 2–6],5[ 2–8],2[ 1–3]
Russian Federation," Trachea, bronchus, lung cancers",2016,4[ 2–7],8[ 4–13],2[ 1–3]
Russian Federation, Ischaemic heart disease,2016,53[ 39–69],57[ 44–70],51[ 34–69]
Russian Federation, Stroke,2016,21[ 13–36],19[ 13–27],23[ 13–43]
Russian Federation, Chronic obstructive pulmonary disease,2016,3[ 2–5],5[ 2–8],2[ 1–3]
Rwanda, Total,2016,59[ 54–64],58[ 53–64],60[ 54–64]
Rwanda, Lower respiratory infections,2016,32[ 27–35],33[ 28–37],30[ 26–34]
Rwanda," Trachea, bronchus, lung cancers",2016,0[ 0–1],0[ 0–1],1[ 0–1]
Rwanda, Ischaemic heart disease,2016,11[ 10–12],11[ 10–12],11[ 9–13]
Rwanda, Stroke,2016,10[ 8–11],8[ 7–10],11[ 9–12]
Rwanda, Chronic obstructive pulmonary disease,2016,6[ 5–7],6[ 3–7],6[ 5–7]
Saint Lucia, Total,2016,38[ 32–46],41[ 34–48],35[ 28–43]
Saint Lucia, Lower respiratory infections,2016,6[ 4–9],6[ 4–9],6[ 4–9]
Saint Lucia," Trachea, bronchus, lung cancers",2016,1[ 1–2],2[ 1–4],1[ 0–1]
Saint Lucia, Ischaemic heart disease,2016,13[ 10–16],14[ 11–16],12[ 9–16]
Saint Lucia, Stroke,2016,11[ 7–17],10[ 8–14],12[ 7–19]
Saint Lucia, Chronic obstructive pulmonary disease,2016,6[ 3–9],8[ 5–13],3[ 2–5]
Saint Vincent and the Grenadines, Total,2016,48[ 38–60],52[ 42–64],44[ 35–57]
Saint Vincent and the Grenadines, Lower respiratory infections,2016,9[ 5–14],9[ 5–14],9[ 5–14]
Saint Vincent and the Grenadines," Trachea, bronchus, lung cancers",2016,1[ 1–2],1[ 1–2],1[ 1–2]
Saint Vincent and the Grenadines, Ischaemic heart disease,2016,22[ 16–29],23[ 17–29],22[ 16–29]
Saint Vincent and the Grenadines, Stroke,2016,11[ 8–16],13[ 10–17],10[ 6–15]
Saint Vincent and the Grenadines, Chronic obstructive pulmonary disease,2016,3[ 2–5],5[ 3–8],2[ 1–3]
Samoa, Total,2016,62[ 50–73],73[ 58–86],51[ 41–59]
Samoa, Lower respiratory infections,2016,13[ 10–16],13[ 10–16],13[ 10–15]
Samoa," Trachea, bronchus, lung cancers",2016,2[ 2–3],3[ 2–4],1[ 1–2]
Samoa, Ischaemic heart disease,2016,26[ 21–31],31[ 25–38],20[ 15–25]
Samoa, Stroke,2016,14[ 10–17],15[ 11–19],12[ 9–16]
Samoa, Chronic obstructive pulmonary disease,2016,7[ 4–10],10[ 4–16],4[ 3–5]
Sao Tome and Principe, Total,2016,82[ 65–93],78[ 61–90],86[ 69–97]
Sao Tome and Principe, Lower respiratory infections,2016,35[ 27–41],36[ 27–42],35[ 27–40]
Sao Tome and Principe," Trachea, bronchus, lung cancers",2016,4[ 3–5],5[ 4–7],2[ 2–3]
Sao Tome and Principe, Ischaemic heart disease,2016,14[ 10–17],12[ 9–15],15[ 12–19]
Sao Tome and Principe, Stroke,2016,14[ 11–18],11[ 8–13],18[ 13–22]
Sao Tome and Principe, Chronic obstructive pulmonary disease,2016,14[ 10–18],14[ 7–19],15[ 11–18]
Saudi Arabia, Total,2016,39[ 34–55],43[ 38–60],34[ 29–49]
Saudi Arabia, Lower respiratory infections,2016,8[ 6–11],8[ 6–11],8[ 6–12]
Saudi Arabia," Trachea, bronchus, lung cancers",2016,1[ 1–1],1[ 1–2],1[ 0–1]
Saudi Arabia, Ischaemic heart disease,2016,21[ 18–30],25[ 21–34],17[ 13–23]
Saudi Arabia, Stroke,2016,7[ 6–10],7[ 6–10],7[ 5–10]
Saudi Arabia, Chronic obstructive pulmonary disease,2016,2[ 1–3],2[ 1–3],2[ 1–3]
Senegal, Total,2016,74[ 64–85],74[ 63–85],74[ 64–85]
Senegal, Lower respiratory infections,2016,35[ 28–41],37[ 30–43],33[ 27–39]
Senegal," Trachea, bronchus, lung cancers",2016,0[ 0–1],1[ 0–1],0[ 0–0]
Senegal, Ischaemic heart disease,2016,21[ 17–24],20[ 17–24],21[ 17–25]
Senegal, Stroke,2016,11[ 9–13],9[ 7–11],13[ 10–15]
Senegal, Chronic obstructive pulmonary disease,2016,6[ 5–8],7[ 4–9],6[ 5–7]
Serbia, Total,2016,122[ 83–166],134[ 93–183],109[ 73–153]
Serbia, Lower respiratory infections,2016,6[ 3–8],7[ 4–9],5[ 3–8]
Serbia," Trachea, bronchus, lung cancers",2016,20[ 10–30],28[ 15–44],12[ 6–18]
Serbia, Ischaemic heart disease,2016,52[ 34–72],55[ 38–74],49[ 31–70]
Serbia, Stroke,2016,28[ 17–41],26[ 16–37],30[ 17–46]
Serbia, Chronic obstructive pulmonary disease,2016,16[ 9–24],19[ 10–30],13[ 7–19]
Seychelles, Total,2016,56[ 38–117],71[ 50–145],42[ 28–91]
Seychelles, Lower respiratory infections,2016,16[ 7–37],20[ 9–44],13[ 6–30]
Seychelles," Trachea, bronchus, lung cancers",2016,3[ 1–7],4[ 2–11],1[ 1–4]
Seychelles, Ischaemic heart disease,2016,23[ 16–43],29[ 21–53],17[ 11–34]
Seychelles, Stroke,2016,9[ 6–19],11[ 8–23],6[ 4–15]
Seychelles, Chronic obstructive pulmonary disease,2016,5[ 2–12],7[ 3–16],4[ 2–8]
Sierra Leone, Total,2016,148[ 135–160],144[ 131–158],151[ 139–163]
Sierra Leone, Lower respiratory infections,2016,79[ 67–89],81[ 68–92],77[ 66–86]
Sierra Leone," Trachea, bronchus, lung cancers",2016,0[ 0–0],0[ 0–1],0[ 0–0]
Sierra Leone, Ischaemic heart disease,2016,36[ 32–40],35[ 31–39],36[ 32–40]
Sierra Leone, Stroke,2016,24[ 21–27],20[ 18–23],28[ 24–31]
Sierra Leone, Chronic obstructive pulmonary disease,2016,9[ 6–10],8[ 4–10],10[ 8–11]
Singapore, Total,2016,39[ 30–51],45[ 35–57],34[ 24–45]
Singapore, Lower respiratory infections,2016,18[ 9–28],18[ 9–28],18[ 9–29]
Singapore," Trachea, bronchus, lung cancers",2016,4[ 2–6],5[ 3–8],2[ 1–4]
Singapore, Ischaemic heart disease,2016,12[ 9–15],16[ 12–18],9[ 6–11]
Singapore, Stroke,2016,4[ 3–7],4[ 3–6],4[ 2–8]
Singapore, Chronic obstructive pulmonary disease,2016,2[ 1–3],3[ 1–5],1[ 0–1]
Slovakia, Total,2016,59[ 46–83],65[ 52–91],53[ 39–76]
Slovakia, Lower respiratory infections,2016,6[ 3–11],7[ 3–12],6[ 3–10]
Slovakia," Trachea, bronchus, lung cancers",2016,6[ 3–11],9[ 4–16],3[ 1–6]
Slovakia, Ischaemic heart disease,2016,34[ 24–46],35[ 26–45],33[ 21–47]
Slovakia, Stroke,2016,9[ 6–16],9[ 7–14],9[ 5–17]
Slovakia, Chronic obstructive pulmonary disease,2016,4[ 2–7],5[ 2–9],3[ 1–5]
Slovenia, Total,2016,57[ 42–78],55[ 42–74],59[ 41–83]
Slovenia, Lower respiratory infections,2016,7[ 4–12],6[ 3–10],9[ 4–14]
Slovenia," Trachea, bronchus, lung cancers",2016,8[ 4–14],10[ 5–18],5[ 2–9]
Slovenia, Ischaemic heart disease,2016,26[ 16–36],23[ 17–31],28[ 16–42]
Slovenia, Stroke,2016,11[ 6–20],9[ 5–14],12[ 6–25]
Slovenia, Chronic obstructive pulmonary disease,2016,5[ 3–9],6[ 3–10],5[ 2–8]
Solomon Islands, Total,2016,67[ 60–73],76[ 67–85],57[ 52–62]
Solomon Islands, Lower respiratory infections,2016,17[ 14–19],17[ 14–20],16[ 13–18]
Solomon Islands," Trachea, bronchus, lung cancers",2016,2[ 2–2],3[ 2–4],1[ 1–1]
Solomon Islands, Ischaemic heart disease,2016,23[ 20–26],28[ 24–31],18[ 16–21]
Solomon Islands, Stroke,2016,16[ 13–18],16[ 13–19],16[ 13–18]
Solomon Islands, Chronic obstructive pulmonary disease,2016,10[ 6–12],13[ 6–18],6[ 5–7]
Somalia, Total,2016,152[ 136–166],158[ 140–173],147[ 131–160]
Somalia, Lower respiratory infections,2016,110[ 94–123],115[ 98–129],104[ 89–117]
Somalia," Trachea, bronchus, lung cancers",2016,1[ 0–1],1[ 0–1],1[ 0–1]
Somalia, Ischaemic heart disease,2016,21[ 19–24],22[ 20–24],21[ 19–23]
Somalia, Stroke,2016,14[ 13–16],13[ 11–15],16[ 14–18]
Somalia, Chronic obstructive pulmonary disease,2016,5[ 4–6],6[ 3–8],4[ 3–5]
South Africa, Total,2016,61[ 51–73],68[ 57–81],54[ 45–64]
South Africa, Lower respiratory infections,2016,22[ 16–28],25[ 18–32],19[ 14–24]
South Africa," Trachea, bronchus, lung cancers",2016,3[ 2–5],4[ 3–6],3[ 2–4]
South Africa, Ischaemic heart disease,2016,16[ 13–20],18[ 15–22],15[ 12–18]
South Africa, Stroke,2016,10[ 8–12],10[ 8–12],10[ 8–13]
South Africa, Chronic obstructive pulmonary disease,2016,9[ 6–13],11[ 7–16],7[ 5–10]
South Sudan, Total,2016,109[ 98–119],109[ 98–120],109[ 98–118]
South Sudan, Lower respiratory infections,2016,70[ 60–79],72[ 61–81],69[ 58–76]
South Sudan," Trachea, bronchus, lung cancers",2016,1[ 1–1],1[ 1–1],1[ 1–1]
South Sudan, Ischaemic heart disease,2016,18[ 16–20],18[ 16–20],18[ 16–20]
South Sudan, Stroke,2016,13[ 12–15],11[ 10–13],16[ 14–18]
South Sudan, Chronic obstructive pulmonary disease,2016,6[ 4–7],6[ 3–7],5[ 4–6]
Spain, Total,2016,27[ 19–37],31[ 23–41],23[ 16–34]
Spain, Lower respiratory infections,2016,2[ 1–5],2[ 1–5],2[ 1–5]
Spain," Trachea, bronchus, lung cancers",2016,3[ 1–5],4[ 2–8],1[ 0–2]
Spain, Ischaemic heart disease,2016,11[ 7–16],12[ 8–16],10[ 5–16]
Spain, Stroke,2016,5[ 2–11],4[ 2–9],5[ 2–14]
Spain, Chronic obstructive pulmonary disease,2016,6[ 2–12],8[ 3–15],4[ 1–8]
Sri Lanka, Total,2016,89[ 75–102],104[ 86–120],76[ 64–87]
Sri Lanka, Lower respiratory infections,2016,12[ 10–15],14[ 12–17],11[ 9–12]
Sri Lanka," Trachea, bronchus, lung cancers",2016,3[ 2–4],4[ 3–5],2[ 1–2]
Sri Lanka, Ischaemic heart disease,2016,45[ 36–53],53[ 43–63],37[ 29–44]
Sri Lanka, Stroke,2016,17[ 13–21],18[ 14–22],15[ 11–20]
Sri Lanka, Chronic obstructive pulmonary disease,2016,12[ 8–16],14[ 6–20],11[ 8–13]
Sudan, Total,2016,105[ 92–116],105[ 92–117],105[ 93–117]
Sudan, Lower respiratory infections,2016,29[ 24–33],26[ 21–30],32[ 26–36]
Sudan," Trachea, bronchus, lung cancers",2016,1[ 0–1],1[ 0–1],0[ 0–0]
Sudan, Ischaemic heart disease,2016,50[ 44–57],55[ 48–62],46[ 40–52]
Sudan, Stroke,2016,17[ 14–20],15[ 12–17],19[ 17–23]
Sudan, Chronic obstructive pulmonary disease,2016,7[ 5–9],7[ 4–10],7[ 6–9]
Suriname, Total,2016,51[ 42–60],59[ 49–70],42[ 35–51]
Suriname, Lower respiratory infections,2016,9[ 6–12],10[ 7–13],8[ 5–10]
Suriname," Trachea, bronchus, lung cancers",2016,3[ 2–4],4[ 2–5],2[ 1–3]
Suriname, Ischaemic heart disease,2016,22[ 18–26],27[ 22–33],17[ 13–21]
Suriname, Stroke,2016,14[ 11–18],15[ 12–19],13[ 10–17]
Suriname, Chronic obstructive pulmonary disease,2016,3[ 2–5],4[ 2–5],3[ 2–4]
Sweden, Total,2016,18[ 12–28],19[ 12–27],18[ 11–30]
Sweden, Lower respiratory infections,2016,1[ 0–3],1[ 0–3],1[ 0–3]
Sweden," Trachea, bronchus, lung cancers",2016,1[ 0–2],1[ 0–2],1[ 0–2]
Sweden, Ischaemic heart disease,2016,11[ 5–18],12[ 7–17],10[ 4–18]
Sweden, Stroke,2016,3[ 1–10],3[ 1–8],4[ 1–12]
Sweden, Chronic obstructive pulmonary disease,2016,2[ 0–6],2[ 0–5],3[ 0–6]
Switzerland, Total,2016,25[ 18–34],26[ 19–33],25[ 17–35]
Switzerland, Lower respiratory infections,2016,2[ 1–4],2[ 1–4],2[ 1–5]
Switzerland," Trachea, bronchus, lung cancers",2016,2[ 1–4],3[ 1–5],2[ 1–3]
